created_at,notes,source_id
2025-12-02T19:49:42.650613,,4c7921d2-5a2a-4a0d-8150-3e6508f8dcdf
2025-12-02T19:49:49.058478,,7f1357e5-5541-4cfd-8b04-fc491f5e6a83
2025-12-02T19:49:51.473126,,12bd64ad-6574-406d-a9eb-2d98da4c91f8
2025-12-02T20:06:05.498779,,9addb0a1-c3d9-4ce3-8852-49d69728506e
2025-12-02T20:06:17.306547,,fcbe8c26-590f-4746-9ec4-b50d5b44ccb3
2025-12-02T20:06:23.773133,,2f6dbfa1-6f61-427e-b98d-37f07cc39a8d
2025-12-02T20:06:31.218687,,90814e27-fb7b-488f-9efc-023b21ec5c63
2025-12-03T03:08:08.900963,,da5fa4a3-20b6-4378-a074-ea60f2fbdb8e
2025-12-03T03:08:16.143375,,d81db3a9-e131-4fae-aaf0-b48e92749f08
2025-12-03T03:08:30.858070,,73c85198-c142-435b-9617-9176f31552fb
2025-12-03T03:08:31.944019,,1c42dab7-287c-4bed-a314-65cdf02d7740
2025-12-03T03:08:37.463744,,756ac4e4-bf10-4edc-bf3e-d2afd78059d4
2025-12-03T03:08:44.040662,,c8219258-7901-4037-bee4-078484395589
2025-12-03T03:10:22.894985,,a99bfa05-2241-428d-a636-4f4885e01a94
2025-12-03T03:10:34.598655,,a2be376a-aa43-4e0d-90d0-096a16dc59b5
2025-12-03T03:11:03.729332,,0fec5cf8-b938-4e52-8553-9cb3ebcf4208
2025-12-03T03:11:14.362911,,b41e0862-b1db-42f2-9125-a0baf77c7230
2025-12-03T03:11:23.384354,,b8ac9aa5-e30c-4aca-96ab-c996dcb0730e
2025-12-03T03:12:16.378471,,88cb6aa2-91fd-41d0-b759-91d8234e9002
2025-12-03T03:12:37.700955,,346e0236-0ad1-47c2-af03-becdd2039596
2025-12-03T03:14:48.408944,,af5ccbed-e633-4a64-a2c3-8943c7a3051a
2025-12-03T03:14:51.662980,,46e92c3f-877b-464b-85c1-1521567ceb64
2025-12-03T03:30:07.694912,,c26871c5-0ccd-47d2-8bcd-a4750320d2f4
2025-12-03T03:30:08.673853,,b1e89c93-2277-46fa-916b-ce8a9c68b0db
2025-12-03T03:30:21.359368,,606f3cf2-3eed-4990-a959-5ec6eea41301
2025-12-03T03:15:02.344408,,5b738435-fc29-41b5-aa88-5bd27dbfc10c
2025-12-03T03:15:05.619421,,6790278a-69e4-4217-be27-aa894a4af7d2
2025-12-03T03:30:26.470260,,11576c90-e508-4c0b-9b96-9db050b496b1
2025-12-03T03:30:27.533932,,c516180e-8b73-4ac2-b557-4c76c290310a
2025-12-03T03:30:33.011358,,104deb92-1106-426c-b623-5651a2c03339
2025-12-03T03:31:00.041997,,3d15b927-49c4-4926-b41a-7333f4605e2d
2025-12-03T03:31:06.529942,,24288ec0-9bff-4572-a456-d342d1964ad1
2025-12-03T03:31:10.563029,,8e9d6351-5544-4ef6-91bd-99fec6e897e6
2025-12-03T03:31:11.617027,,2c5b4c90-9226-45b8-a97c-7da388b03018
2025-12-03T04:04:18.527500,,ed3c5e97-a54e-44b0-a4f7-a67506bdccfe
2025-12-03T04:04:53.272016,,94ec579e-0f68-4ea8-a08f-f1853295170c
2025-12-03T04:05:14.582377,,6bf5a81d-fe8f-44be-aa9e-3d7b42e7f035
2025-12-03T04:05:19.656138,,04b384f5-f26a-4163-ac5f-70295f420daa
2025-12-03T13:24:59.069394,,6a6397b2-0478-4e4b-96d1-1761ff09b4e6
2025-12-03T13:25:22.431322,,3997cb11-0558-41a9-8ef6-5d10d988e335
2025-12-03T13:25:45.290359,,a2c4cef7-e02f-4a21-a408-22f6f83fda28
2025-12-03T13:26:11.611558,,147275b8-16b1-427d-9be5-57f67b09f746
2025-12-03T13:26:30.615586,,cf7718e9-6b97-4410-a111-ec3374d432f4
2025-12-03T13:27:07.681338,,859a341a-ea12-4049-bea7-88b941e1fd00
2025-12-03T13:27:39.936237,,7c8debcf-30f7-42b6-9b38-f8d7d2958e2f
2025-12-03T17:01:23.838726,,86b4c048-6acb-47a9-bfe8-9177d7274e6b
2025-12-03T17:01:44.257281,,04c45af7-61dd-4c0e-a49e-37362b52c8f9
2025-12-03T17:01:52.737461,,6108d505-9c0b-4fce-b110-b2e09347399a
2025-12-03T17:01:53.997357,,851f3c98-cfb8-4cb9-9b12-266e6bc4b2bd
2025-12-03T17:01:54.589826,,cd8b04db-fc9a-4c06-91af-19fcf6fc93c6
2025-12-03T17:33:18.262581,,709cf849-ecf3-4643-8c92-00b3f088476a
2025-12-03T17:33:22.669936,,67696a66-313d-4e42-a68d-c187cc58421f
2025-12-03T17:33:32.375126,,9daa7b2f-fc18-4f0f-b53d-941b52b9ce1f
2025-12-03T17:33:36.891306,,ac26c6ff-aa41-4b02-9e6f-20b13ba6e40e
2025-12-03T17:33:43.121118,,b74aca13-9933-4845-b4da-44b30548ca5e
2025-12-03T17:33:51.551854,,da6f2521-7e74-49b8-ab10-19cfa7fa9d94
2025-12-03T17:33:55.611168,,dc8c5bc2-60ba-436f-9a5c-bd366c3c2ebb
2025-12-03T17:34:03.217524,,885d7e31-7143-471d-8fb0-807a1af96502
2025-12-03T17:34:06.865080,,656774a8-2f50-4964-8817-dff4a4b95f4a
2025-12-03T17:34:16.796621,,482b5086-2b81-4716-9471-6c8274e75889
2025-12-03T17:34:41.909771,,671e9cad-198a-4ce9-8e2b-c84653ff9e24
2025-12-03T17:36:44.698107,,a889afac-3a5f-4646-b6fb-320cefd31dab
2025-12-03T17:37:00.975943,,30d006bd-fde9-4b9e-b5bf-5bbf2d18b7d4
2025-12-03T17:37:24.559327,,eb2f5639-c92f-4618-b03e-79288471226f
2025-12-03T17:38:09.771092,,a998b90f-d458-4073-b5e2-0296e226f323
2025-12-03T17:38:36.359901,,58ac4185-1476-45ff-9712-e19216b7a9eb
2025-12-03T17:41:56.959112,,755d4137-d09a-409d-a185-65c4ee0ba42f
2025-12-03T17:42:10.755382,,a6e707e9-b005-44ac-b13a-4f3d165c147d
2025-12-03T17:42:22.444347,,1a61927a-31b0-4e35-96c3-2b2e69ab2d47
2025-12-03T17:42:27.034445,,7e1b96e8-1dfe-4a66-955b-d9ff2d503464
2025-12-03T17:43:06.947190,,e8e508ff-ad96-4c8e-a079-4ab94cbb50bd
2025-12-03T17:43:16.007243,,56724e7e-8ebf-4db1-9285-108412be3241
2025-12-04T01:17:31.677957,,4a669736-02c1-41da-9bbb-7c8524436a5c
2025-12-04T02:43:34.679630,,85beae99-14a5-4d4d-8483-af48d535ac8d
2025-12-04T01:16:41.912062,,dc073ec5-9652-4cac-b213-34d574939ead
2025-12-04T01:32:25.368803,,c5f6e1d2-7ef1-4648-a16a-aea725beec62
2025-12-04T02:43:54.023239,,78abe4bf-6016-4ce0-9be6-fafd2bb7bf63
2025-12-04T01:17:08.528517,,7ba2f653-09bd-4cfd-a9b2-406b4be79977
2025-12-04T01:32:50.528343,,6f06b2a3-81ba-40ae-8abb-74b652181dd7
2025-12-04T01:39:37.982508,,320ad304-7268-44b3-9ef0-a727152c3610
2025-12-04T02:44:20.901105,,70ee2d95-fb06-4129-9d03-af7f2fad59cf
2025-12-04T01:39:43.427911,,7ef5b60c-70ba-4459-8432-19c07ba12ab1
2025-12-04T02:43:45.987975,,f230ef9b-37ea-44d0-89ec-ebbf3b0937fa
2025-12-04T02:59:02.120823,,6998b645-45f4-446f-821b-3dd62d428dc7
2025-12-04T02:59:06.334468,,5a3328af-ff05-40cf-85ca-c405fe814071
2025-12-04T02:59:29.575191,,34ae53cb-63ed-4d5f-83b8-567cbe16fa60
2025-12-04T03:58:33.998968,,8f41186e-8dcc-4958-a664-7c085103ecc4
2025-12-04T03:58:58.941770,,bc557169-b701-4c55-8d9b-cd4c68e9168f
2025-12-04T03:59:08.250674,,181e731a-68e5-4522-814d-f6cb438f4634
2025-12-04T03:59:24.573259,,cffc6ab2-5b3f-41c6-a27f-9699edd6b74d
2025-12-04T03:59:35.044797,,164838c2-a674-4e75-b50e-5c4fa8b4409c
2025-12-04T03:59:37.893611,,f896a15e-f92b-4345-8304-c13cc8b6af0d
2025-12-04T13:21:24.490983,,f47e52d8-0e28-4867-b4c5-f0e10d969e88
2025-12-04T13:22:17.162837,,23282899-5cea-42f7-8700-e7c8f74a726a
2025-12-04T13:22:31.884452,,f14a082c-63be-4049-a354-052e47c2dd93
2025-12-04T13:24:45.171934,,39e69838-b367-4006-81b3-d4327450aa53
2025-12-04T13:24:49.640060,,4e6223ba-3ce1-4553-aff8-5cb97d106757
2025-12-04T13:25:21.555842,,d2aa97d5-5e77-4a6e-be7a-45e828066708
2025-12-04T13:25:32.957637,,b096d956-709c-44d7-aec0-957d5a6b6dfa
2025-12-04T17:14:50.797428,,92829db0-56d1-436f-b9a7-6de33585d7a5
2025-12-04T17:15:12.179351,,8817710c-2e26-4677-883c-5e6e3d08798f
2025-12-04T17:15:30.293888,,40267fb2-53f5-47e5-8147-5748b8e8dc5a
2025-12-04T17:16:12.626742,,7e5b6c8a-551a-4024-b7f2-1d099d36e1f3
2025-12-04T17:16:44.333388,,c4c11d8d-4b8f-4f9b-826e-bce70756a394
2025-12-04T17:17:34.097913,,4bf2774e-a0c2-43d8-8db5-7f696182342b
2025-12-04T17:18:18.413786,,1d898984-9af8-4275-b737-6009ae45a3be
2025-12-04T17:18:47.317532,,1193caf7-26bb-4a0b-80e5-b56166d06588
2025-12-04T17:18:59.750648,,94b21dfc-d667-42ba-a839-e0c75965e6a0
2025-12-04T17:19:39.251975,,d0cb39e2-7820-4c46-92aa-b1abfd526c76
2025-12-04T17:20:17.576329,,47616ef8-97ff-4231-b436-663965e8742d
2025-12-05T19:51:05.193757,,6b3d6dab-0a9a-4709-8da9-500803ea59c7
2025-12-05T19:51:36.767968,,b68d2736-f4e7-4782-b096-a0fed8d35426
2025-12-05T19:51:52.562280,,6153b237-cc03-41a2-923c-1ff501a758e4
